id,the_geom,city,latitude,longitude,invalid_the_geom,storenumber,storetype,cartodb_id,state,zip,playplace,drivethru,archcard,freewifi,storeurl,cartodb_georef_status,COUNTY,Grocery_2009,Convenience_2009,Fast_Food_Restaurants_2009,Adult_Diabetes_p_2009,Adult_Obsesity_p_2009,Median_Household_Income_2009,Limited_Access_Populationp_2009,Limited_Access_Population_2009,Population_2009,Grocery_2014,Convenience_2014,Fast_Food_Restaurants_2014,Adult_Diabetes_2014,Adult_Obesity_2014,Median_Household_Income_2014,Limited_Access_p_2014,Limited_Access_2014,Population_2014,FF_per_capita_2009,FF_per_capita_2014,p_change_FF_Per_Capita,Grocery_per_capita_2009,Grocery_per_capita_2014,p_change_in_grocery_per_capita,p_change_in_Access,p_Change_in_Obesity,p_change_in_income
6638,0101000020E61000006AA2CF47196757C03E40F7E5CC024540,AMES,42.021878,-93.610918,Point,28560,FREESTANDING,7761,IA,50010,FALSE,TRUE,TRUE,TRUE,http://www.mciowa.com/28560,TRUE,Story,10,32,62,5.8,25.8,49192,18,16125,89542,12,32,66,6.7,27.1,51706,20,17893,95366,0.000692412,0.00069,-0.05,0.000111679,0.00012583,12.67,11.11,5.04,5.11
6639,0101000020E6100000E28FA2CEDC6657C08E75711B0D024540,AMES,42.016025,-93.607227,Point,31966,WAL*MART,7760,IA,50010,FALSE,FALSE,TRUE,FALSE,http://www.mciowa.com/31966,TRUE,Story,10,32,62,5.8,25.8,49192,18,16125,89542,12,32,66,6.7,27.1,51706,20,17893,95366,0.000692412,0.00069,-0.05,0.000111679,0.00012583,12.67,11.11,5.04,5.11
6640,0101000020E6100000FA7E6ABC746057C0679AB0FD64D24440,ALTOONA,41.643707,-93.507125,Point,33070,FREESTANDING,7721,IA,50009,FALSE,TRUE,TRUE,TRUE,http://www.mciowa.com/33070,TRUE,Polk,6,13,12,11.3,37.6,29938,37,7612,20662,4,12,8,13.9,36.7,34723,38,7940,20252,0.000580776,0.0004,-31.98,0.000290388,0.00019751,-31.98,2.7,-2.39,15.98
6641,0101000020E6100000E964A9F57E2856C0BCAFCA85CA0B4740,IRON RIVER,46.092118,-88.632749,Point,14154,FREESTANDING,7669,MI,49935,FALSE,TRUE,TRUE,TRUE,http://www.mcmichigan.com/14154,TRUE,Iron,3,14,6,12.1,30.1,34911,15,1797,11817,3,10,9,13,29.1,36570,11,1308,11350,0.000507743,0.00079,56.17,0.000253872,0.00026432,4.11,-26.67,-3.32,4.75
6642,0101000020E6100000CC7EDDE9CE2556C0904B1C79208E4740,HOUGHTON,47.110366,-88.590754,Point,27820,FREESTANDING,7682,MI,49931,FALSE,TRUE,TRUE,TRUE,http://www.mcmichigan.com/27820,TRUE,Houghton,10,20,23,9.5,26.2,34828,10,3693,36628,10,12,23,9.7,30.7,41775,11,3953,36483,0.000627935,0.00063,0.4,0.000273015,0.0002741,0.4,10,17.18,19.95
6643,0101000020E610000003B4AD669DFA55C0C43F6CE9D1E44640,NORWAY,45.787656,-87.915857,Point,23342,GAS STATION,7671,MI,49870,FALSE,TRUE,TRUE,TRUE,http://www.mcmichigan.com/23342,TRUE,Dickinson,5,13,16,8.9,26.8,49295,21,3427,16667,3,14,18,9.6,33.4,56869,20,3317,16937,0.000959981,0.00106,10.71,0.000299994,0.00017713,-40.96,-4.76,24.63,15.36
6644,0101000020E610000088DA368C826055C03FA88B14CA264740,NEWBERRY,46.303042,-85.507968,Point,17236,FREESTANDING,7657,MI,49868,FALSE,TRUE,TRUE,TRUE,http://www.mcmichigan.com/17236,TRUE,Luce,6,4,2,10,31.7,35813,12,783,6631,4,6,2,12,32.6,41870,12,795,6435,0.000301614,0.00031,3.05,0.000904841,0.0006216,-31.3,0,2.84,16.91
6645,0101000020E610000058C85C1954D655C09A3FA6B5693E4740,MARQUETTE,46.487601,-87.348883,Point,32123,SHARED BLDNG,7663,MI,49855,FALSE,TRUE,TRUE,TRUE,http://www.mcmichigan.com/32123,TRUE,Marquette,15,36,51,8.6,29.8,44239,16,10896,67077,15,30,52,10.1,29.2,48108,15,10320,67761,0.00076032,0.00077,0.93,0.000223624,0.00022137,-1.01,-6.25,-2.01,8.75
6646,0101000020E6100000792288F370DD55C0191BBAD91F464740,MARQUETTE,46.547847,-87.460019,Point,14320,WAL*MART,7661,MI,49855,FALSE,FALSE,TRUE,TRUE,http://www.mcmichigan.com/14320,TRUE,Marquette,15,36,51,8.6,29.8,44239,16,10896,67077,15,30,52,10.1,29.2,48108,15,10320,67761,0.00076032,0.00077,0.93,0.000223624,0.00022137,-1.01,-6.25,-2.01,8.75
6647,0101000020E6100000F9D687F546C555C079CBD58F4DE04640,ESCANABA,45.752367,-87.082456,Point,17141,WAL*MART,7658,MI,49829,FALSE,FALSE,TRUE,TRUE,http://www.mcmichigan.com/17141,TRUE,Delta,9,13,11,7.1,20.2,40288,4,1357,30952,6,11,16,7.6,20.4,42586,8,2612,29961,0.000355389,0.00053,50.27,0.000290773,0.00020026,-31.13,100,0.99,5.7
6648,0101000020E6100000CBA145B6F31655C0B39AAE27BA3C4740,SAULT ST. MARIE,46.474431,-84.358625,Point,5353,FREESTANDING,7656,MI,49783,TRUE,TRUE,TRUE,TRUE,http://www.mcmichigan.com/5353,FALSE,Chippewa,13,24,23,10.4,31.4,36253,28,10696,38520,13,20,22,12.1,34.6,42473,20,7810,38256,0.000597092,0.00058,-3.69,0.000337487,0.00033982,0.69,-28.57,10.19,17.16
6649,0101000020E61000008F6E8445452F55C0B4CBB73EACED4640,ST. IGNACE,45.856819,-84.738603,Point,5896,FREESTANDING,7655,MI,49781,FALSE,TRUE,TRUE,TRUE,http://www.mcmichigan.com/5896,FALSE,Mackinac,6,14,13,12,33.3,37072,31,3422,11113,7,12,17,13.1,31.1,40091,30,3361,11066,0.001169801,0.00154,31.32,0.000539908,0.00063257,17.16,-3.23,-6.61,8.14
6650,0101000020E610000006F52D73BA3A55C01A506F46CDB14640,PETOSKEY,45.389077,-84.91763,Point,3845,FREESTANDING,7508,MI,49770,FALSE,TRUE,TRUE,TRUE,http://www.mcmichigan.com/3845,TRUE,Emmet,3,5,5,8.9,31.3,41519,28,2856,10302,5,4,6,10.7,33.2,46092,28,2856,9841,0.000485343,0.00061,25.62,0.000291206,0.00050808,74.47,0,6.07,11.01
6651,0101000020E6100000C2A563CE332755C0B5C5353E93B34640,INDIAN RIVER,45.402931,-84.612537,Point,21854,GAS STATION,7501,MI,49749,FALSE,TRUE,TRUE,TRUE,http://www.mcmichigan.com/21854,TRUE,Cheboygan,7,22,12,11.6,38.6,36508,12,3175,26152,6,17,12,12.1,33.2,41036,11,2825,25681,0.000458856,0.00047,1.83,0.000267666,0.00023364,-12.71,-8.33,-13.99,12.4
6652,0101000020E6100000FD12F1D6F94855C00C7558E196934640,EAST JORDAN,45.153042,-85.140249,Point,25702,FREESTANDING,7502,MI,49727,FALSE,TRUE,TRUE,TRUE,http://www.mcmichigan.com/25702,TRUE,Charlevoix,8,20,21,11,28.1,43530,6,1523,25949,8,17,17,10,28.6,48267,5,1420,26167,0.00080928,0.00065,-19.72,0.000308297,0.00030573,-0.83,-16.67,1.78,10.88
6653,0101000020E61000003BC269C18B5055C0E4DC26DC2BA74640,CHARLEVOIX,45.306026,-85.25853,Point,25700,FREESTANDING,7652,MI,49720,FALSE,TRUE,TRUE,TRUE,http://www.mcmichigan.com/25700,TRUE,Charlevoix,8,20,21,11,28.1,43530,6,1523,25949,8,17,17,10,28.6,48267,5,1420,26167,0.00080928,0.00065,-19.72,0.000308297,0.00030573,-0.83,-16.67,1.78,10.88
6654,0101000020E6100000D13E56F0DB3F55C049BC3C9D2B9A4640,BOYNE CITY,45.204456,-84.997799,Point,11935,FREESTANDING,7511,MI,49712,FALSE,TRUE,TRUE,TRUE,http://www.mcmichigan.com/11935,TRUE,Charlevoix,8,20,21,11,28.1,43530,6,1523,25949,8,17,17,10,28.6,48267,5,1420,26167,0.00080928,0.00065,-19.72,0.000308297,0.00030573,-0.83,-16.67,1.78,10.88
6655,0101000020E61000007235B22B2DDD54C0490F43AB93854640,ALPENA,45.043569,-83.455882,Point,14363,FREESTANDING,7509,MI,49707,FALSE,TRUE,TRUE,TRUE,http://www.mcmichigan.com/14363,TRUE,Alpena,9,17,19,10.1,31.4,36289,7,2016,29598,9,20,21,11.4,32.1,40665,6,1829,28932,0.000641935,0.00073,13.07,0.000304075,0.00031107,2.3,-14.29,2.23,12.06
6656,0101000020E61000003C33C170AEDE54C03D49BA66F2874640,ALPENA,45.062085,-83.479397,Point,26347,FREESTANDING,7500,MI,49707,FALSE,TRUE,TRUE,TRUE,http://www.mcmichigan.com/26347,TRUE,Alpena,9,17,19,10.1,31.4,36289,7,2016,29598,9,20,21,11.4,32.1,40665,6,1829,28932,0.000641935,0.00073,13.07,0.000304075,0.00031107,2.3,-14.29,2.23,12.06
6657,0101000020E6100000B20E4757E99355C0CB64389ECF1C4640,MANISTEE,44.225086,-86.311117,Point,12925,FREESTANDING,7643,MI,49660,TRUE,TRUE,TRUE,TRUE,http://www.mcmichigan.com/12925,TRUE,Manistee,11,17,9,10.7,27.4,37479,12,3056,24733,11,18,9,11.1,34.6,41811,10,2479,24409,0.000363886,0.00037,1.33,0.00044475,0.00045065,1.33,-16.67,26.28,11.56
6658,0101000020E610000007D0EFFB374355C077F35487DC744640,MANCELONA,44.91298,-85.050292,Point,16074,FREESTANDING,7506,MI,49659,FALSE,TRUE,TRUE,TRUE,http://www.mcmichigan.com/16074,TRUE,Antrim,8,13,8,10.5,30.6,42083,0,71,23580,5,15,13,12.9,32.2,49118,0,33,23244,0.000339271,0.00056,64.85,0.000339271,0.00021511,-36.6,0,5.23,16.72
6659,0101000020E610000096CFF23CB84D55C00A82C7B7772B4640,LAKE CITY,44.339591,-85.21437,Point,23668,FREESTANDING,7516,MI,49651,FALSE,TRUE,TRUE,TRUE,http://www.mcmichigan.com/23668,TRUE,Missaukee,3,6,6,11.6,33.6,36931,9,1312,14849,2,6,5,11.7,32.2,42836,4,664,15011,0.000404068,0.00033,-17.57,0.000202034,0.00013324,-34.05,-55.56,-4.17,15.99
6660,0101000020E610000030F488D1735155C0C614AC7136F34540,EVART,43.900099,-85.272694,Point,13563,FREESTANDING,7496,MI,49631,FALSE,TRUE,TRUE,TRUE,http://www.mcmichigan.com/13563,TRUE,Osceola,58,104,160,9.6,29.3,42165,20,53070,268685,51,115,185,12,29.1,45127,21,57552,311445,0.000595493,0.00059,-0.25,0.000215866,0.00016375,-24.14,5,-0.68,7.02
6661,0101000020E610000071C63027688655C03E7782FDD74D4640,BENZONIA,44.608154,-86.100107,Point,16072,FREESTANDING,7644,MI,49616,FALSE,TRUE,TRUE,TRUE,http://www.mcmichigan.com/16072,TRUE,Benzie,7,7,10,11.1,29.5,43136,0,0,17525,7,10,13,12.6,28.7,48127,0,0,17511,0.000570613,0.00074,30.1,0.000399429,0.00039975,0.08,0,-2.71,11.57
6662,0101000020E6100000ED4ACB48BD4C55C0C79BFC169D7C4640,BELLAIRE,44.973544,-85.199053,Point,15295,FREESTANDING,7504,MI,49615,FALSE,TRUE,TRUE,TRUE,http://www.mcmichigan.com/15295,TRUE,Antrim,8,13,8,10.5,30.6,42083,0,71,23580,5,15,13,12.9,32.2,49118,0,33,23244,0.000339271,0.00056,64.85,0.000339271,0.00021511,-36.6,0,5.23,16.72
6663,0101000020E6100000BA9EE8BAF05C55C0ACC8E880241E4640,CADILLAC,44.235489,-85.452193,Point,13710,FREESTANDING,7515,MI,49601,FALSE,TRUE,TRUE,TRUE,http://www.mcmichigan.com/13710,TRUE,Wexford,8,21,25,9.9,33.2,36316,10,3182,32735,7,26,24,11.2,30.2,42922,10,3277,32898,0.000763709,0.00073,-4.48,0.000244387,0.00021278,-12.93,0,-9.04,18.19
6664,0101000020E610000089B5F814005A55C0C8D11C59F9234640,CADILLAC,44.281047,-85.406255,Point,30617,FREESTANDING,7513,MI,49601,FALSE,TRUE,TRUE,TRUE,http://www.mcmichigan.com/30617,TRUE,Wexford,8,21,25,9.9,33.2,36316,10,3182,32735,7,26,24,11.2,30.2,42922,10,3277,32898,0.000763709,0.00073,-4.48,0.000244387,0.00021278,-12.93,0,-9.04,18.19
6665,0101000020E61000005CE7DF2EFB6955C018080264E8744540,GRAND RAPIDS,42.913342,-85.655956,Point,3494,FREESTANDING,7557,MI,49548,FALSE,TRUE,TRUE,TRUE,http://www.mcmichigan.com/3494,TRUE,Kent,17,65,82,11.7,32.7,51490,19,31140,162310,24,59,88,12.8,32.8,55678,16,25573,171949,0.000505206,0.00051,1.3,0.000104738,0.00013958,33.26,-15.79,0.31,8.13
6666,0101000020E6100000255B5D4E096855C072158BDF14844540,GRAND RAPIDS,43.031887,-85.625568,Point,248,FREESTANDING,7554,MI,49525,TRUE,TRUE,TRUE,TRUE,http://www.mcmichigan.com/248,TRUE,Kent,17,65,82,11.7,32.7,51490,19,31140,162310,24,59,88,12.8,32.8,55678,16,25573,171949,0.000505206,0.00051,1.3,0.000104738,0.00013958,33.26,-15.79,0.31,8.13
6667,0101000020E6100000058A58C4B06255C02A73F38DE8744540,GRAND RAPIDS,42.913347,-85.542039,Point,4077,FREESTANDING,7548,MI,49512,FALSE,TRUE,TRUE,TRUE,http://www.mcmichigan.com/4077,TRUE,Kent,17,65,82,11.7,32.7,51490,19,31140,162310,24,59,88,12.8,32.8,55678,16,25573,171949,0.000505206,0.00051,1.3,0.000104738,0.00013958,33.26,-15.79,0.31,8.13
6668,0101000020E6100000533F6F2A526B55C0B22FD978B06B4540,GRAND RAPIDS,42.841323,-85.67689,Point,5302,FREESTANDING,7572,MI,49508,TRUE,TRUE,TRUE,TRUE,http://www.mcmichigan.com/5302,TRUE,Kent,17,65,82,11.7,32.7,51490,19,31140,162310,24,59,88,12.8,32.8,55678,16,25573,171949,0.000505206,0.00051,1.3,0.000104738,0.00013958,33.26,-15.79,0.31,8.13
6669,0101000020E6100000E335AFEAAC6A55C0661536035C784540,GRAND RAPIDS,42.940308,-85.666804,Point,18004,FREESTANDING,7562,MI,49508,FALSE,TRUE,TRUE,TRUE,http://www.mcmichigan.com/18004,TRUE,Kent,17,65,82,11.7,32.7,51490,19,31140,162310,24,59,88,12.8,32.8,55678,16,25573,171949,0.000505206,0.00051,1.3,0.000104738,0.00013958,33.26,-15.79,0.31,8.13
6670,0101000020E61000000821205F426655C0FBAE08FEB7744540,KENTWOOD,42.911865,-85.597801,Point,1312,FREESTANDING,7556,MI,49508,FALSE,TRUE,TRUE,TRUE,http://www.mcmichigan.com/1312,TRUE,Kent,17,65,82,11.7,32.7,51490,19,31140,162310,24,59,88,12.8,32.8,55678,16,25573,171949,0.000505206,0.00051,1.3,0.000104738,0.00013958,33.26,-15.79,0.31,8.13
6671,0101000020E61000000C06D7DCD16855C0AB2006BAF67D4540,GRAND RAPIDS,42.984092,-85.637809,Point,13785,FREESTANDING,7560,MI,49505,FALSE,TRUE,TRUE,TRUE,http://www.mcmichigan.com/13785,TRUE,Kent,17,65,82,11.7,32.7,51490,19,31140,162310,24,59,88,12.8,32.8,55678,16,25573,171949,0.000505206,0.00051,1.3,0.000104738,0.00013958,33.26,-15.79,0.31,8.13
6672,0101000020E6100000E00ED4298F6C55C0467EFD101B7E4540,GRAND RAPIDS,42.985201,-85.696238,Point,22609,FREESTANDING,7551,MI,49504,FALSE,TRUE,TRUE,TRUE,http://www.mcmichigan.com/22609,TRUE,Kent,17,65,82,11.7,32.7,51490,19,31140,162310,24,59,88,12.8,32.8,55678,16,25573,171949,0.000505206,0.00051,1.3,0.000104738,0.00013958,33.26,-15.79,0.31,8.13
6673,0101000020E6100000D384ED27636E55C0315F5E807D824540,WALKER,43.019455,-85.724802,Point,16674,FREESTANDING,7579,MI,49504,FALSE,TRUE,TRUE,TRUE,http://www.mcmichigan.com/16674,TRUE,Kent,17,65,82,11.7,32.7,51490,19,31140,162310,24,59,88,12.8,32.8,55678,16,25573,171949,0.000505206,0.00051,1.3,0.000104738,0.00013958,33.26,-15.79,0.31,8.13
6674,0101000020E6100000FAEC80EB8A7F55C0E31B0A9FAD674540,ZEELAND,42.809986,-85.992854,Point,15297,FREESTANDING,7609,MI,49464,TRUE,TRUE,TRUE,TRUE,http://www.mcmichigan.com/15297,TRUE,Ottawa,1,2,1,9.5,32,53086,28,1736,6091,1,3,1,12.1,37.9,50302,28,1736,6032,0.000164177,0.00017,0.98,0.000164177,0.00016578,0.98,0,18.44,-5.24
6675,0101000020E61000003D7D04FEF08C55C0A1664815C5894540,SPRING LAKE,43.076327,-86.202209,Point,19024,FREESTANDING,7641,MI,49456,FALSE,TRUE,TRUE,TRUE,http://www.mcmichigan.com/19024,TRUE,Ottawa,1,2,1,9.5,32,53086,28,1736,6091,1,3,1,12.1,37.9,50302,28,1736,6032,0.000164177,0.00017,0.98,0.000164177,0.00016578,0.98,0,18.44,-5.24
6676,0101000020E61000003541D47D008D55C0938AC6DADFA54540,MUSKEGON,43.295894,-86.203155,Point,16073,FREESTANDING,7634,MI,49445,TRUE,TRUE,TRUE,TRUE,http://www.mcmichigan.com/16073,TRUE,Muskegon,26,73,107,10.8,34.7,39075,35,60457,172188,22,73,121,12.4,35.8,46709,36,62080,172281,0.000621414,0.0007,13.02,0.000150998,0.0001277,-15.43,2.86,3.17,19.54
6677,0101000020E610000094F8DC09F68F55C0302C7FBE2DA24540,NORTH MUSKEGON,43.267021,-86.249392,Point,5057,FREESTANDING,7639,MI,49445,FALSE,TRUE,TRUE,TRUE,http://www.mcmichigan.com/5057,TRUE,Muskegon,26,73,107,10.8,34.7,39075,35,60457,172188,22,73,121,12.4,35.8,46709,36,62080,172281,0.000621414,0.0007,13.02,0.000150998,0.0001277,-15.43,2.86,3.17,19.54
6678,0101000020E61000008DF0F620048D55C067EDB60BCD934540,MUSKEGON,43.154695,-86.203377,Point,25545,FREESTANDING,7632,MI,49444,FALSE,TRUE,TRUE,TRUE,http://www.mcmichigan.com/25545,TRUE,Muskegon,26,73,107,10.8,34.7,39075,35,60457,172188,22,73,121,12.4,35.8,46709,36,62080,172281,0.000621414,0.0007,13.02,0.000150998,0.0001277,-15.43,2.86,3.17,19.54
6679,0101000020E61000009032E202D08C55C014984EEB369A4540,MUSKEGON,43.204801,-86.200196,Point,13977,FREESTANDING,7629,MI,49444,FALSE,TRUE,TRUE,TRUE,http://www.mcmichigan.com/13977,TRUE,Muskegon,26,73,107,10.8,34.7,39075,35,60457,172188,22,73,121,12.4,35.8,46709,36,62080,172281,0.000621414,0.0007,13.02,0.000150998,0.0001277,-15.43,2.86,3.17,19.54
6680,0101000020E610000027327381CB8F55C0C5758C2B2E9E4540,MUSKEGON,43.235784,-86.246796,Point,13013,FREESTANDING,7635,MI,49442,FALSE,TRUE,TRUE,TRUE,http://www.mcmichigan.com/13013,TRUE,Muskegon,26,73,107,10.8,34.7,39075,35,60457,172188,22,73,121,12.4,35.8,46709,36,62080,172281,0.000621414,0.0007,13.02,0.000150998,0.0001277,-15.43,2.86,3.17,19.54
6681,0101000020E6100000A69718CBF48955C028486C770F9E4540,MUSKEGON,43.234847,-86.155566,Point,19088,FREESTANDING,7631,MI,49442,FALSE,TRUE,TRUE,TRUE,http://www.mcmichigan.com/19088,TRUE,Muskegon,26,73,107,10.8,34.7,39075,35,60457,172188,22,73,121,12.4,35.8,46709,36,62080,172281,0.000621414,0.0007,13.02,0.000150998,0.0001277,-15.43,2.86,3.17,19.54
6682,0101000020E6100000734A404CC29055C01B82E3326E984540,NORTON SHORES,43.190863,-86.261859,Point,35513,FREESTANDING,7640,MI,49441,FALSE,TRUE,FALSE,TRUE,,TRUE,Muskegon,26,73,107,10.8,34.7,39075,35,60457,172188,22,73,121,12.4,35.8,46709,36,62080,172281,0.000621414,0.0007,13.02,0.000150998,0.0001277,-15.43,2.86,3.17,19.54
6683,0101000020E610000039D21918799A55C07863416150FA4540,LUDINGTON,43.955578,-86.413641,Point,11348,FREESTANDING,7647,MI,49431,TRUE,TRUE,TRUE,TRUE,http://www.mcmichigan.com/11348,TRUE,Mason,5,8,10,9.2,30.8,42529,7,1035,14666,2,8,7,11.1,31.7,43743,31,4563,13920,0.000681849,0.0005,-26.25,0.000340925,0.00014368,-57.86,342.86,2.92,2.85
6684,0101000020E610000003ED0E29067555C014AFB2B629744540,JENISON,42.907523,-85.828501,Point,13118,FREESTANDING,7648,MI,49428,FALSE,TRUE,TRUE,TRUE,http://www.mcmichigan.com/13118,TRUE,Ottawa,1,2,1,9.5,32,53086,28,1736,6091,1,3,1,12.1,37.9,50302,28,1736,6032,0.000164177,0.00017,0.98,0.000164177,0.00016578,0.98,0,18.44,-5.24
6685,0101000020E6100000849A2155148655C040FCFCF7E0694540,HOLLAND,42.827178,-86.094991,Point,17430,FREESTANDING,7625,MI,49424,FALSE,TRUE,TRUE,TRUE,http://www.mcmichigan.com/17430,TRUE,Ottawa,1,2,1,9.5,32,53086,28,1736,6091,1,3,1,12.1,37.9,50302,28,1736,6032,0.000164177,0.00017,0.98,0.000164177,0.00016578,0.98,0,18.44,-5.24
6686,0101000020E6100000FB3E1C24448755C0D89DEE3CF1664540,HOLLAND,42.804237,-86.113534,Point,5238,FREESTANDING,7615,MI,49424,FALSE,TRUE,TRUE,TRUE,http://www.mcmichigan.com/5238,TRUE,Ottawa,1,2,1,9.5,32,53086,28,1736,6091,1,3,1,12.1,37.9,50302,28,1736,6032,0.000164177,0.00017,0.98,0.000164177,0.00016578,0.98,0,18.44,-5.24
6687,0101000020E610000093C83EC8B28455C0600322C4955F4540,HOLLAND,42.746758,-86.073412,Point,17741,GAS STATION,7614,MI,49423,FALSE,TRUE,TRUE,TRUE,http://www.mcmichigan.com/17741,TRUE,Ottawa,1,2,1,9.5,32,53086,28,1736,6091,1,3,1,12.1,37.9,50302,28,1736,6032,0.000164177,0.00017,0.98,0.000164177,0.00016578,0.98,0,18.44,-5.24
6688,0101000020E6100000B7989F1B9A9855C0A5DDE8633ED84540,HART,43.689404,-86.384406,Point,25781,FREESTANDING,7645,MI,49420,FALSE,TRUE,TRUE,TRUE,http://www.mcmichigan.com/25781,TRUE,Oceana,9,21,7,11.4,35.3,37629,4,980,26570,6,19,12,13,34.8,43211,4,975,26175,0.000263455,0.00046,74.02,0.000338728,0.00022923,-32.33,0,-1.42,14.83
6689,0101000020E610000011363CBD526E55C0984C158C4A6E4540,WYOMING,42.86165,-85.7238,Point,33312,FREESTANDING,7624,MI,49418,FALSE,TRUE,FALSE,TRUE,http://www.mcmichigan.com/33312,TRUE,Kent,17,65,82,11.7,32.7,51490,19,31140,162310,24,59,88,12.8,32.8,55678,16,25573,171949,0.000505206,0.00051,1.3,0.000104738,0.00013958,33.26,-15.79,0.31,8.13
6690,0101000020E610000014CD0358E48955C0520C906802914540,FRUITPORT,43.132886,-86.154562,Point,24068,FREESTANDING,7636,MI,49415,FALSE,TRUE,TRUE,TRUE,http://www.mcmichigan.com/24068,TRUE,Muskegon,26,73,107,10.8,34.7,39075,35,60457,172188,22,73,121,12.4,35.8,46709,36,62080,172281,0.000621414,0.0007,13.02,0.000150998,0.0001277,-15.43,2.86,3.17,19.54
6691,0101000020E6100000E8853B17467D55C0FD885FB186874540,COOPERSVILLE,43.058798,-85.957403,Point,7650,FREESTANDING,7637,MI,49404,FALSE,TRUE,TRUE,TRUE,http://www.mcmichigan.com/7650,TRUE,Ottawa,1,2,1,9.5,32,53086,28,1736,6091,1,3,1,12.1,37.9,50302,28,1736,6032,0.000164177,0.00017,0.98,0.000164177,0.00016578,0.98,0,18.44,-5.24
6692,0101000020E6100000C3D4963AC87A55C099620E828E7C4540,ALLENDALE,42.973099,-85.918471,Point,16729,FREESTANDING,7630,MI,49401,FALSE,TRUE,TRUE,TRUE,http://www.mcmichigan.com/16729,TRUE,Ottawa,1,2,1,9.5,32,53086,28,1736,6091,1,3,1,12.1,37.9,50302,28,1736,6032,0.000164177,0.00017,0.98,0.000164177,0.00016578,0.98,0,18.44,-5.24
6693,0101000020E6100000BCC96FD1C96255C07D3CF4DDAD504540,WAYLAND,42.630306,-85.543568,Point,22143,GAS STATION,7575,MI,49348,FALSE,TRUE,TRUE,FALSE,http://www.mcmichigan.com/22143,TRUE,Allegan,20,51,46,9.4,31.9,45879,6,6394,111408,16,54,54,10.3,30.2,55611,4,4527,113778,0.000412897,0.00047,14.95,0.00017952,0.00014063,-21.67,-33.33,-5.33,21.21
6694,0101000020E61000007CF2B0506B7355C072A774B0FEB34540,NEWAYGO,43.40621,-85.803425,Point,12780,FREESTANDING,7580,MI,49337,FALSE,TRUE,TRUE,TRUE,http://www.mcmichigan.com/12780,TRUE,Newaygo,8,26,25,13.3,34.8,38846,3,1590,48460,8,25,28,10.6,34,45086,6,2776,47920,0.000515889,0.00058,13.26,0.000165085,0.00016695,1.13,100,-2.3,16.06
6695,0101000020E610000063D17476326C55C0DC4B1AA375844540,COMSTOCK PARK,43.03484,-85.69058,Point,12774,FREESTANDING,7552,MI,49321,FALSE,TRUE,TRUE,TRUE,http://www.mcmichigan.com/12774,TRUE,Kent,17,65,82,11.7,32.7,51490,19,31140,162310,24,59,88,12.8,32.8,55678,16,25573,171949,0.000505206,0.00051,1.3,0.000104738,0.00013958,33.26,-15.79,0.31,8.13
6696,0101000020E61000009C1551137D6055C062307F85CC654540,CALEDONIA,42.795304,-85.507634,Point,12839,FREESTANDING,7573,MI,49316,FALSE,TRUE,TRUE,TRUE,http://www.mcmichigan.com/12839,TRUE,Kent,17,65,82,11.7,32.7,51490,19,31140,162310,24,59,88,12.8,32.8,55678,16,25573,171949,0.000505206,0.00051,1.3,0.000104738,0.00013958,33.26,-15.79,0.31,8.13
6697,0101000020E61000009DD497A59D6E55C006836BEEE8674540,BYRON CENTER,42.811796,-85.728372,Point,22695,FREESTANDING,7611,MI,49315,FALSE,TRUE,TRUE,TRUE,http://www.mcmichigan.com/22695,TRUE,Kent,17,65,82,11.7,32.7,51490,19,31140,162310,24,59,88,12.8,32.8,55678,16,25573,171949,0.000505206,0.00051,1.3,0.000104738,0.00013958,33.26,-15.79,0.31,8.13
6698,0101000020E6100000C9569753025F55C0DA01D715337A4540,ADA,42.954684,-85.484517,Point,16773,STOREFRONT,7547,MI,49301,FALSE,FALSE,TRUE,TRUE,http://www.mcmichigan.com/16773,TRUE,Kent,17,65,82,11.7,32.7,51490,19,31140,162310,24,59,88,12.8,32.8,55678,16,25573,171949,0.000505206,0.00051,1.3,0.000104738,0.00013958,33.26,-15.79,0.31,8.13
6699,0101000020E6100000054EB6813B0B55C044BE4BA94B384540,STOCKBRIDGE,42.439809,-84.175507,Point,20827,FREESTANDING,7364,MI,49285,FALSE,TRUE,TRUE,TRUE,http://www.mcmichigan.com/20827,TRUE,Ingham,52,113,228,8.1,31.1,43414,33,92267,280895,51,116,226,9.2,30.4,47470,29,82008,284058,0.000811691,0.0008,-1.98,0.000185123,0.00017954,-3.02,-12.12,-2.25,9.34
6700,0101000020E610000062DA37F7572355C02AA913D0441A4540,SPRING ARBOR,42.205225,-84.552244,Point,17170,FREESTANDING,7622,MI,49283,FALSE,TRUE,TRUE,TRUE,http://www.mcmichigan.com/17170,TRUE,Jackson,15,34,30,13.6,30.5,36158,9,4855,53227,11,47,29,14.9,32,40201,8,4219,52580,0.000563624,0.00055,-2.14,0.000281812,0.00020921,-25.76,-11.11,4.92,11.18
